	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
7164	A0A9D6C6S5|unreviewed|nitrate	False	-0.05829476703985534	-0.006091614541815474	0.008828626797388946	-0.018718470899850792	-0.010862913629154534	-0.004699976211290497	0.02126210614547183	-0.001362549723095271	-0.011634355899532963	-0.009966004783612804	0.020482191372398095	-0.03064343351093625	A0A9D6C6S5	unreviewed	nitrate reductase (quinone)	taxID:1904441	1904441.0	Paracoccaceae bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Paracoccaceae bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae				
7165	A0A1G3G575|unreviewed|nitrate	False	-0.05860060627453513	-0.006505059627043966	0.009529743108629321	-0.017843962908896595	-0.010957725437130007	-0.006150028100475935	0.020672594088912095	-0.0022111030801810986	-0.009895066229104958	-0.010750982118224948	0.022652104812021047	-0.029673828633074634	A0A1G3G575	unreviewed	nitrate reductase (quinone)	taxID:1802014	1802014.0	Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales			Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales				
7166	A0A3D6CWJ5|unreviewed|nitrate	False	-0.05860060627453513	-0.006505059627043966	0.009529743108629321	-0.017843962908896595	-0.010957725437130007	-0.006150028100475935	0.020672594088912095	-0.0022111030801810986	-0.009895066229104958	-0.010750982118224948	0.022652104812021047	-0.029673828633074634	A0A3D6CWJ5	unreviewed	nitrate reductase (quinone)	taxID:1062	1062.0	Rhodobacter sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Rhodobacter	Rhodobacter sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Rhodobacter group; Rhodobacter; unclassified Rhodobacter				
7167	A0A286IDX8|unreviewed|nitrate	False	-0.0594967520611713	-0.006418819133366621	0.009967420250562777	-0.017346619162828786	-0.011824931521818053	-0.005578726568299375	0.020526615715757264	-0.002206033352985785	-0.012403765017892414	-0.010017421607986377	0.021458962774794445	-0.02840082167679897	A0A286IDX8	unreviewed	nitrate reductase (quinone)	taxID:714899	714899.0	Hoeflea halophila	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Hoeflea halophila	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Hoeflea				
7168	A0A098T7W6|unreviewed|nitrate	False	-0.05911618633739823	-0.006294924736593167	0.009885144018522843	-0.01734638731284246	-0.011901865207841504	-0.005404124978108887	0.02109287382367121	-0.0021925803994922994	-0.012422962439990725	-0.009963675378947587	0.02132412682865094	-0.02913418633271576	A0A098T7W6	unreviewed	nitrate reductase (quinone)	taxID:1547437	1547437.0	Hoeflea sp. BAL378	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Hoeflea sp. BAL378	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Hoeflea; unclassified Hoeflea				
7169	A0A949K6I3|unreviewed|nitrate	False	-0.0593208996385236	-0.006205757620164034	0.009771917436249392	-0.017251848371250062	-0.011626954928788185	-0.005114113820729187	0.021091170515924636	-0.002061917450444459	-0.012230814886543174	-0.00976746412069287	0.021480902967254484	-0.029153742030390707	A0A949K6I3	unreviewed	nitrate reductase (quinone)	taxID:1940281	1940281.0	Hoeflea sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Hoeflea sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Hoeflea; unclassified Hoeflea				
7170	A0A0F7PJ30|unreviewed|nitrate	False	-0.05893054128165494	-0.00646137059695331	0.00944020462646904	-0.01773109363878158	-0.011161326508417594	-0.004962970893068904	0.02107925547311631	-0.0018256250275705398	-0.011139261012293624	-0.008992183505473785	0.021103045813596094	-0.029854058666421816	A0A0F7PJ30	unreviewed	nitrate reductase (quinone)	taxID:1620421	1620421.0	Hoeflea sp. IMCC20628	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Hoeflea sp. IMCC20628	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Hoeflea; unclassified Hoeflea				
7171	A0A2G2DM15|unreviewed|nitrate	False	-0.059529203765781594	-0.006282502247130827	0.010090004376840309	-0.018267329046354717	-0.011990157064922308	-0.005169246932017898	0.02120188398022308	-0.0016412067367771442	-0.013704738075746518	-0.009629797074493006	0.01977944808098248	-0.027747256330066267	A0A2G2DM15	unreviewed	nitrate reductase (quinone)	taxID:1940281	1940281.0	Hoeflea sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	Hoeflea sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Hoeflea; unclassified Hoeflea				
7172	A0A8J8ATM0|unreviewed|nitrate	False	-0.05947455663760795	-0.006493184301774453	0.008324968752727667	-0.018143223254299203	-0.011736169293103862	-0.0033553755244309894	0.020940083858904657	-0.0023196899615320885	-0.011805290415766344	-0.009359056818524537	0.02235374565494587	-0.029393900203244963	A0A8J8ATM0	unreviewed	nitrate reductase (quinone)	taxID:2811411	2811411.0	Cypionkella sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cypionkella	Cypionkella sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Cypionkella; unclassified Cypionkella				
7173	A0A922VP62|unreviewed|nitrate	False	-0.0597328802550753	-0.005914820797441369	0.008867365049872495	-0.018086524659643135	-0.010525020321174932	-0.004634980191186098	0.020117835485428545	-0.00155964557593446	-0.011261465779915538	-0.00854494574668691	0.021878627191161362	-0.02866842070308428	A0A922VP62	unreviewed	nitrate reductase (quinone)	taxID:1062	1062.0	Rhodobacter sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales		Rhodobacter	Rhodobacter sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Rhodobacter group; Rhodobacter; unclassified Rhodobacter				
7174	A0A258GBD5|unreviewed|nitrate	False	-0.05944970077498627	-0.006273235063508475	0.010086241651537658	-0.018071607994770696	-0.011438823118477659	-0.004669540548848219	0.020644952449188864	-0.0021879970100614713	-0.012062095615242846	-0.010013555931353783	0.019271075232472092	-0.029909325291342027	A0A258GBD5	unreviewed	nitrate reductase (quinone)	taxID:1970560	1970560.0	Rhodobacterales bacterium 32-67-9	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales			Rhodobacterales bacterium 32-67-9	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; unclassified Rhodobacterales				
7175	A0A0P7X1B2|unreviewed|nitrate	False	-0.059783623371785964	-0.005958594868048494	0.008705734484522599	-0.01763030227413345	-0.010179692159816725	-0.0048908734472763735	0.020365524071911584	-0.0020085570882457846	-0.010496112517942965	-0.009489452730222815	0.02287748550089284	-0.02920155561469813	A0A0P7X1B2	unreviewed	nitrate reductase (quinone)	taxID:1666916	1666916.0	Rhodobacteraceae bacterium HLUCCA12	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		Rhodobacteraceae bacterium HLUCCA12	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; unclassified Paracoccaceae				
7176	A0A7Z0I064|unreviewed|nitrate	False	-0.059667236057411824	-0.006165584748514814	0.008964789703605978	-0.018002364742147118	-0.010272707290659218	-0.004804319123117585	0.01921795030563613	-0.0023123077776487882	-0.011685949834788361	-0.00956060348871549	0.022577041749520847	-0.028907747249820634	A0A7Z0I064	unreviewed	nitrate reductase (quinone)	taxID:2743469	2743469.0	Rhabdonatronobacter sediminivivens	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhabdonatronobacter	Rhabdonatronobacter sediminivivens	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Rhabdonatronobacter				
7177	A0A2K8KEA1|unreviewed|nitrate	False	-0.058921599418475475	-0.005956153368567388	0.008947843482889932	-0.018568729094415776	-0.01028588368617793	-0.0048512376060993396	0.020746283315915787	-0.0016738553972145012	-0.012553693687820364	-0.009758611888790127	0.021599830597886737	-0.028305246346532607	A0A2K8KEA1	unreviewed	nitrate reductase (quinone)	taxID:441209	441209.0	Roseinatronobacter bogoriensis subsp. barguzinensis	subspecies		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseinatronobacter	Roseinatronobacter bogoriensis	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Roseinatronobacter; Roseinatronobacter bogoriensis				
7178	A0A2W7QA52|unreviewed|nitrate	False	-0.059773522007754376	-0.005971109089224644	0.008739884764330606	-0.01821818404474551	-0.010153853666155567	-0.004685400693559619	0.02078642675796311	-0.0019013492435721365	-0.012193388457856013	-0.009390747398150316	0.02177514812381454	-0.028116080706887002	A0A2W7QA52	unreviewed	nitrate reductase (quinone)	taxID:121821	121821.0	Roseinatronobacter thiooxidans	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseinatronobacter	Roseinatronobacter thiooxidans	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Roseinatronobacter				
7179	A0A952CZN4|unreviewed|nitrate	False	-0.0598226626320101	-0.006048560620381567	0.009232067955478642	-0.018482232877935954	-0.010449931417184127	-0.003980596677326789	0.01954342682255711	-0.0024477860981103124	-0.011788866986600173	-0.0075636320821637106	0.020834968784747086	-0.030478051750333197	A0A952CZN4	unreviewed	nitrate reductase (quinone)	taxID:2509153	2509153.0	Rubellimicrobium sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Rubellimicrobium	Rubellimicrobium sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Rubellimicrobium; unclassified Rubellimicrobium				
7180	A0A918WKU6|unreviewed|nitrate	False	-0.06051554829431166	-0.006747625939091194	0.008972118560418449	-0.01807285322806817	-0.011266388809540085	-0.004391377521951637	0.020934248648330486	-0.002716614035836827	-0.012809703403141274	-0.009211507691113351	0.020904126633635906	-0.02745715425825016	A0A918WKU6	unreviewed	nitrate reductase (quinone)	taxID:875041	875041.0	Neogemmobacter tilapiae	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Neogemmobacter	Neogemmobacter tilapiae	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Neogemmobacter				
7181	A0A7W6GCA5|unreviewed|nitrate	False	-0.060099848522697966	-0.006061002892524768	0.007828718590874703	-0.0184351142849231	-0.011257816390097515	-0.004519915815947765	0.020757039512073337	-0.001067224733008339	-0.013293393188371829	-0.009013661518865696	0.023267997805784858	-0.027344202332952084	A0A7W6GCA5	unreviewed	nitrate reductase (quinone)	taxID:1265931	1265931.0	Rhizobium metallidurans	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium metallidurans	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium				
7182	A0A7X2TJG9|unreviewed|nitrate	False	-0.06079718321631413	-0.006380006922561012	0.0086755570608283	-0.018081807350098008	-0.01021985386039238	-0.003850817009734513	0.020853263327648704	-0.0027036091275415763	-0.011821339978995489	-0.00978873196250561	0.019841202879437553	-0.027378424515858115	A0A7X2TJG9	unreviewed	nitrate reductase (quinone)	taxID:2654280	2654280.0	Paracoccus sp. SMMA_5_TC	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus sp. SMMA_5_TC	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus; unclassified Paracoccus (in: a-proteobacteria)				
7183	A0A5P2QRD0|unreviewed|4Fe-4S	False	-0.059797794406017644	-0.006646749798817013	0.00908422978785081	-0.018068842742636555	-0.01071294489416602	-0.005054435825739546	0.020868729250406618	-0.0026360287239368205	-0.010889869369686125	-0.009774412416410215	0.021922036638662896	-0.028189567403677028	A0A5P2QRD0	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:147645	147645.0	Paracoccus yeei	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus yeei	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus				
7184	A0A1V0GWX1|unreviewed|4Fe-4S	False	-0.05977945436483574	-0.006637568066580318	0.009080466154920487	-0.01806790965766597	-0.010705750013726327	-0.005030912942630462	0.020864615916480943	-0.002635216417339831	-0.010911265260930334	-0.009815978713287002	0.021935570908365454	-0.028191828902699057	A0A1V0GWX1	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:147645	147645.0	Paracoccus yeei	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus yeei	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus				
7185	A0A386UJ08|unreviewed|4Fe-4S	False	-0.05978043754298243	-0.006620928669985051	0.009074247854549335	-0.01807008984385137	-0.01071308983824902	-0.0050183125667316395	0.020865047709982796	-0.002639749726860656	-0.010940684700543166	-0.00981130196230261	0.021925970817379466	-0.028201382087130893	A0A386UJ08	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:147645	147645.0	Paracoccus yeei	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus yeei	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus				
7186	A0A1I2ZWA4|unreviewed|nitrate	False	-0.05892809739260738	-0.006189331752558117	0.009284837526383987	-0.018025081147812833	-0.010766390762701396	-0.004958156329161795	0.02097516590561627	-0.0021416672637773	-0.010469808095936284	-0.008998995059145387	0.022148666605227414	-0.02972202472567336	A0A1I2ZWA4	unreviewed	nitrate reductase (quinone)	taxID:34004	34004.0	Paracoccus aminovorans	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus aminovorans	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus				
7187	A0A844H5C8|unreviewed|nitrate	False	-0.05950841240395104	-0.0064581413388627865	0.009223838191120591	-0.017977090692743614	-0.010688439687043236	-0.005199592766907567	0.02085684036631733	-0.001827609449685815	-0.00962605047694944	-0.009733234601239028	0.021357234788941228	-0.02890925839861161	A0A844H5C8	unreviewed	nitrate reductase (quinone)	taxID:913252	913252.0	Paracoccus limosus	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus limosus	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus				
7188	A0A9E3UIL5|unreviewed|nitrate	False	-0.05991972458605988	-0.006388329481618335	0.008577867078347129	-0.01803083622525125	-0.010616324137684372	-0.0043616385014308935	0.020977334343500104	-0.0014859028503685229	-0.011645591316649098	-0.007453565701289227	0.02174776539802092	-0.028824486466714264	A0A9E3UIL5	unreviewed	nitrate reductase (quinone)	taxID:1953771	1953771.0	Chelatococcus sp.	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus sp.	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Chelatococcaceae; Chelatococcus; unclassified Chelatococcus				
7189	A0A9W4Q1V9|unreviewed|nitrate	False	-0.05991972458605988	-0.006388329481618335	0.008577867078347129	-0.01803083622525125	-0.010616324137684372	-0.0043616385014308935	0.020977334343500104	-0.0014859028503685229	-0.011645591316649098	-0.007453565701289227	0.02174776539802092	-0.028824486466714264	A0A9W4Q1V9	unreviewed	nitrate reductase (quinone)	taxID:1909294	1909294.0	Hyphomicrobiales bacterium	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			Hyphomicrobiales bacterium	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; unclassified Hyphomicrobiales				
7190	A0A949PN97|unreviewed|nitrate	False	-0.0594129835988117	-0.006502055388822179	0.00855229066984912	-0.01803515638615759	-0.01049922164285088	-0.005331634889099952	0.021023198910643397	-0.0014436913624392563	-0.011548043930260562	-0.007580059173219075	0.022240575641417785	-0.02927082262775647	A0A949PN97	unreviewed	nitrate reductase (quinone)	taxID:2706015	2706015.0	Falsochrobactrum tianjinense	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Falsochrobactrum	Falsochrobactrum tianjinense	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Brucellaceae; Falsochrobactrum				
7191	A0A011TFK8|unreviewed|4Fe-4S	False	-0.05874810157765964	-0.00642542613954564	0.008667638493621128	-0.01841918822301185	-0.010931749745881495	-0.004877215170781625	0.021144225677525993	-0.0017498529338219452	-0.012491660358419114	-0.006700172393925451	0.023570070113954802	-0.029142609699450855	A0A011TFK8	unreviewed	4fe-4s mo/w bis-mgd-type domain-containing protein	taxID:69279	69279.0	Aquamicrobium defluvii	species		Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium defluvii	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Aquamicrobium				
